place_id,nickname,content,date,situations,keywords,review_count,visit_count
1003522270,딸기루루,맛없음,2025-03-30,"점심에 방문, 예약 없이 이용, 대기 시간 바로 입장, 일상, 혼자",,1697,1
1003522270,발루뽀99,마감전에 포장했어요.김밥이 신선하고 담백하네요.아이가 닭강정이 맛있데요!,2025-03-13,"저녁에 방문, 포장·배달 이용, 대기 시간 바로 입장",음식이 맛있어요,17,1
1003522270,gkd****,굿,2025-03-07,저녁에 방문,음식이 맛있어요,719,3
1003522270,희망원정대,음식이 맛있습니닺주로 배달시키는데 이번에는 포장픽업을 했는데  편하고 좋았습니다,2025-02-23,"점심에 방문, 포장·배달 이용, 대기 시간 10분 이내, 일상, 지인・동료",음식이 맛있어요,425,1
1003522270,MJKei,좋아하던 집의 메뉴라 지인 집에서 가까운 곳에서 포장 픽업을 했어요.깔끔하고 여전히 맛있네요.닭강정과 오토김밥의 조화가 굿!,2025-01-09,"저녁에 방문, 포장·배달 이용, 대기 시간 바로 입장, 일상, 연인・배우자",음식이 맛있어요,130,1
1003522270,DA5UT,맛있게 잘 먹었습니다내부에는 식사할 만한 공간이 거의 없어요 딱 한 자리 정도 겨우 있으니 포장 추천,2024-12-28,"점심에 방문, 예약 없이 이용, 대기 시간 바로 입장, 혼자",음식이 맛있어요,552,2
1003522270,GorgeousGG,닭강정도 김밥도 깔끔하고 신선해서 아이들과 종종 포장해서 먹습니다^^닭강정은 반마리가 포장되서 너무 좋아요~~,2024-12-24,"저녁에 방문, 포장·배달 이용, 대기 시간 30분 이내, 일상, 연인・배우자, 아이",음식이 맛있어요,77,2
1003522270,875421,비건참치김밥 돌아와서 행복해요....이제 절대 내 곁을 떠나지 마요 참치김밥....제발....🥹🥹,2024-12-16,"점심에 방문, 포장·배달 이용, 대기 시간 바로 입장",음식이 맛있어요,36,24
1003522270,힌둥검둥맘,깔끔하고 맛있어용,2024-12-12,"점심에 방문, 포장·배달 이용, 대기 시간 10분 이내, 일상, 혼자",양이 많아요,167,1
1003522270,나는리스너,건강한 김밥~ 푸짐하이 좋습니다~,2024-12-08,"점심에 방문, 예약 없이 이용, 대기 시간 바로 입장, 일상, 연인・배우자",재료가 신선해요,90,3
1003522270,파란서울,맛있네요,2024-12-01,"점심에 방문, 예약 없이 이용, 대기 시간 바로 입장, 나들이, 연인・배우자",음식이 맛있어요,17,1
1003522270,Nayanzz,굿,2024-11-22,"점심에 방문, 예약 없이 이용, 대기 시간 바로 입장, 일상, 지인・동료",음식이 맛있어요,2295,8
1003522270,hib****,굿,2024-11-22,"점심에 방문, 예약 없이 이용, 대기 시간 바로 입장, 일상, 혼자",음식이 맛있어요,2266,1
1003522270,heehee0616,항상맛있게 먹는 오토김밥 !!!!! 건강한 한끼로 왕추천!,2024-11-20,"점심에 방문, 포장·배달 이용, 대기 시간 바로 입장",음식이 맛있어요,52,10
1003522270,장예진0,맛있어용!!,2024-11-15,"저녁에 방문, 포장·배달 이용",음식이 맛있어요,8,1
